Kalimat,Formalitas
selesai menjawabnya,1.0
klo mw minta jwbn gw sebagian ad bbrp kasus gua ga ngerti ga dikasi nanya lg sm busugi,0.0
mau meminta jawaban sebagian beberapa kasus mengerti diberi kesempatan bertanya ibu sugi,1.0
nnt malem mungkin hamba mintanya,0.0
mungkin meminta malam,1.0
michelle mau cocokin jawaban gw ketiduran,0.0
michelle mau mencocokkan jawaban tertidur,1.0
 mata gw udah perbatasan,0.0
mata ambang batas,1.0
jgn terlalu pede sm jawabanmu nak,0.0
jangan terlalu percaya diri jawabanmu nak,1.0
hehehe nasihat dr org yg meragukan segalanya,0.0
hahaha nasihat orang meragukan segalanya,1.0
oke michelle gw congkel mata lu,0.0
oke michelle congkel matamu,1.0
masa transisi masa kekuasaan dipindahin,0.0
masa transisi merupakan masa perpindahan kekuasaan,1.0
tuh kan firasat gw bener,0.0
nah firasatku benar,1.0
aja yg salah,0.0
salah,1.0
ulangan praktek remed,0.0
ulangan praktek remedial,1.0
syarat remed blm kerjakan,0.0
syarat remedial dikerjakan,1.0
michelle bawa ulangan fisika yg pertama dong,0.0
michelle bawa ulangan fisika pertama,1.0
kerjakan soal ulangan dgn benar,0.0
kerjakanlah soal ulangan benar,1.0
kertas ul nya kumpul,0.0
kertas ulangan tersebut dikumpulkan,1.0
smpe skrg ga balik lg,0.0
sekarang,1.0
apa udh balik tp gw lupa,0.0
mungkin lupa,1.0
udhlah bsk gw terjun lantai,0.0
besok terjun lantai,1.0
yg masuk ui arwah gw aja,0.0
masuk UI cukup arwah,1.0
yg msk kuliah badan gw aja,0.0
masuk kuliah cukup tubuh,1.0
arwah nunggu pintu surga,0.0
arwah menunggu pintu surga,1.0
heh jgn dl tgs kalian blm slsai dunia,0.0
jangan dulu tugas kalian selesai dunia,1.0
jujur gua sendiri gapaham sm pertanyaannya,0.0
sejujurnya sendiri paham pertanyaannya,1.0
eh gw ragu yg metode biloks yg mana,0.0
ragu mana merupakan metode biloks,1.0
trus yg satu lgi apa namanya,0.0
lalu apa nama satu lainnya,1.0
basic lupa ribet hapal,0.0
mendasar lupa rumit ingat,1.0
lu pd tau kasus bayi debora ga,0.0
kalian mengetahui kasus bayi debora,1.0
krn ga uang dp,0.0
uang muka,1.0
dibiarinin aja sama staf rmh sakit,0.0
dibiarkan pegawai rumah sakit,1.0
kyk enteng bgt gt buat,0.0
sangat mudah untuknya,1.0
cuma rs yg dkt rmh mrk,0.0
rumah sakit dekat rumah,1.0
ga tahan sm pajak kertas,0.0
tahan pajak kertas,1.0
kn ad pabrik kertas,0.0
padahal memiliki pabrik kertas,1.0
tp kan kertas jg kena bea,0.0
kertas dikenai bea,1.0
berapa puluh perak per lembar,0.0
sekian puluh perak per lembar,1.0
lah kl cetakan buku sebejibun kyk buku,0.0
bagaimana kalau dicetak buku sebanyak bukunya,1.0
pdhl dy ud ckup berlimpah luh,0.0
padahal berkecukupan,1.0
novel kertas daur ulang,0.0
novel kertas daur ulang,1.0
mksd gw dy g kekurangn,0.0
maksud berkekurangan,1.0
lebi mahal kan kt teknologi daur ulang ga maksimal,0.0
lebih mahal teknologi daur ulang maksimal,1.0
diluar sana justru semua yg bs d recycle digalakin recycle,0.0
diluar sana justru semua didaur ulang digalakkan didaur ulang,1.0
tp mrk bkin plstik tipis yg ktny ramah lingkungn,0.0
membuat plastik tipis ramah lingkungan,1.0
swedia tong sampah mesin terminal daur ulang ,0.0
swedia tong sampah mesin terminal daur ulang,1.0
jd lu buang lgsg dicuci didaur disitu ,0.0
jadi kamu buang langsung dicuci didaur situ,1.0
kl lu buang sampah plastik mesin lu dibayar ,0.0
kamu membuang sampah plastik mesin kamu dibayar,1.0
masukin sampah dapet duit,0.0
masukkan sampah dapatkan uang,1.0
makanan jg kl bungkus plastik plastiknya campuran dr bahan dasar kertas minyak,0.0
makanan bungkusnya plastik plastiknya berupa campuran kertas minyak,1.0
jd kedaur gampang tp ttp gk sobek,0.0
jadi mudah terdaur ulang tetap sobek,1.0
eh gw baru denger nih berita bayi debora,0.0
baru mendengar berita mengenai bayi debora,1.0
minta tuntut rmh sakitnya,0.0
rumah sakit minta dituntut,1.0
emg dokter skrg bener bgt stigmanya,0.0
memang dokter sekarang memiliki stigma sangat benar,1.0
dokter cuma duit doang ngincernya,0.0
dokter mengincar uang,1.0
makanya gw ud blg kan,0.0
makanya kukatakan sebelumnya,1.0
rumah sakit jd dagang nyawa,0.0
rumah sakit menjadi tempat berdagang nyawa,1.0
bangkrut rmh sakit,0.0
bangkrutlah rumah sakit,1.0
mnrt lu knp bs gt,0.0
menurutmu,1.0
gw ga merasa binus bs salah lupa,0.0
merasa binus melakukan kesalahan lupa,1.0
derry kunci gw lu taruh mana kali,0.0
derry mana kamu letakkan kunci kali,1.0
eh kalian gua sidang hr snen ehehehehe,0.0
kalian sidang hari senin hahahaha,1.0
gw aja gk liat lu bawa kuncu,0.0
bahkan melihat kamu membawa kunci,1.0
hari gw ga bawa kunci,0.0
hari membawa kunci,
