Kalimat,Formalitas
apa udh balik tp gw lupa,0
mungkin lupa,1
udhlah bsk gw terjun lantai,0
besok terjun lantai,1
yg masuk ui arwah gw aja,0
masuk UI cukup arwah,1
yg msk kuliah badan gw aja,0
masuk kuliah cukup tubuh,1
arwah nunggu pintu surga,0
arwah menunggu pintu surga,1
heh jgn dl tgs kalian blm slsai dunia,0
jangan dulu tugas kalian selesai dunia,1
jujur gua sendiri gapaham sm pertanyaannya,0
sejujurnya sendiri paham pertanyaannya,1
eh gw ragu yg metode biloks yg mana,0
ragu mana merupakan metode biloks,1
trus yg satu lgi apa namanya,0
lalu apa nama satu lainnya,1
basic lupa ribet hapal,0
mendasar lupa rumit ingat,1
lu pd tau kasus bayi debora ga,0
kalian mengetahui kasus bayi debora,1
krn ga uang dp,0
uang muka,1
dibiarinin aja sama staf rmh sakit,0
dibiarkan pegawai rumah sakit,1
kyk enteng bgt gt buat,0
sangat mudah untuknya,1
cuma rs yg dkt rmh mrk,0
rumah sakit dekat rumah,1
ga tahan sm pajak kertas,0
tahan pajak kertas,1
kn ad pabrik kertas,0
padahal memiliki pabrik kertas,1
tp kan kertas jg kena bea,0
kertas dikenai bea,1
berapa puluh perak per lembar,0
sekian puluh perak per lembar,1
lah kl cetakan buku sebejibun kyk buku,0
bagaimana kalau dicetak buku sebanyak bukunya,1
pdhl dy ud ckup berlimpah luh,0
padahal berkecukupan,1
novel kertas daur ulang,0
novel kertas daur ulang,1
mksd gw dy g kekurangn,0
maksud berkekurangan,1
lebi mahal kan kt teknologi daur ulang ga maksimal,0
lebih mahal teknologi daur ulang maksimal,1
diluar sana justru semua yg bs d recycle digalakin recycle,0
diluar sana justru semua didaur ulang digalakkan didaur ulang,1
tp mrk bkin plstik tipis yg ktny ramah lingkungn,0
membuat plastik tipis ramah lingkungan,1
swedia tong sampah mesin terminal daur ulang ,0
swedia tong sampah mesin terminal daur ulang,1
jd lu buang lgsg dicuci didaur disitu ,0
jadi kamu buang langsung dicuci didaur situ,1
kl lu buang sampah plastik mesin lu dibayar ,0
kamu membuang sampah plastik mesin kamu dibayar,1
masukin sampah dapet duit,0
masukkan sampah dapatkan uang,1
makanan jg kl bungkus plastik plastiknya campuran dr bahan dasar kertas minyak,0
makanan bungkusnya plastik plastiknya berupa campuran kertas minyak,1
jd kedaur gampang tp ttp gk sobek,0
jadi mudah terdaur ulang tetap sobek,1
eh gw baru denger nih berita bayi debora,0
baru mendengar berita mengenai bayi debora,1
minta tuntut rmh sakitnya,0
rumah sakit minta dituntut,1
emg dokter skrg bener bgt stigmanya,0
memang dokter sekarang memiliki stigma sangat benar,1
dokter cuma duit doang ngincernya,0
dokter mengincar uang,1
makanya gw ud blg kan,0
makanya kukatakan sebelumnya,1
rumah sakit jd dagang nyawa,0
rumah sakit menjadi tempat berdagang nyawa,1
bangkrut rmh sakit,0
bangkrutlah rumah sakit,1
mnrt lu knp bs gt,0
menurutmu,1
gw ga merasa binus bs salah lupa,0
merasa binus melakukan kesalahan lupa,1
derry kunci gw lu taruh mana kali,0
derry mana kamu letakkan kunci kali,1
eh kalian gua sidang hr snen ehehehehe,0
kalian sidang hari senin hahahaha,1
gw aja gk liat lu bawa kuncu,0
bahkan melihat kamu membawa kunci,1
hari gw ga bawa kunci,0
hari membawa kunci,1
gw yg gk liat lu bawa kunci,0
melihat kamu membawa kunci,1
jd terus aja ulnya d lanjutin gaada review bab lg,0
jadi meneruskan ulangannya peninjauan ulang,1
gila bab si banyak luh,0
gila bab banyak sekali,1
entah gua fine ja,0
entah baik baik,1
masuk akal semua jadi cepat diterima otak,0
semuanya masuk akal cepat dimengerti,1
awalnya gua takut banget wkwkwk,0
awalnya takut sekali hahaha,1
ga kyk si bab awal,0
bab pertama,1
ngurus biji gua nolak jadi taoge aja seharian,0
mengurus biji tanamanku mau tumbuh menjadi taoge habis seharian,1
berjenis jenis jason,0
banyak jenisnya jason,1
jujur gua materi genetik sdkt susah,0
sejujurnya materi genetik sedikit sulit,1
oiya laporan lu brp kertas,0
laporan kamu menghabiskan berapa kertas,1
apa aja jir yg bikin panjang,0
apa membuatnya panjang,1
analisis sama kesimpulan kali gw hrs ganti format,0
analisis kesimpulan kali mengganti formatnya,1
gw ga paham,0
paham,1
jd kl nilai jebol guru stok buat nambel nilai,0
nilai menurun guru memiliki cadangan memperbaiki nilai,1
angkatan seakan angkatan baik terakhir,0
angkatan sepertinya angkatan baik terakhir,1
gua liat anak kls kelabakan,0
melihat anak anak kelas kerepotan,1
gabisa jawab ngulang maju nya next time,0
mampu menjawab mengulang kali,1
pdhl kl digeber ga semua,0
padahal walaupun dilakukan intensif semuanya mampu,1
cuma yg ulet doang yg,0
rajin mampu,1
sampe gw gk nangkep lu ngomong apa,0
memahami apa kamu katakan,1
lb tepatnya kls gw blm disitu,0
lebih tepatnya kelas sana,1
jujur gw main logika doang disini,0
sejujurnya menggunakan logika disini,1
brrt bener kamus gw,0
berarti kamu benar,1
emg gw baca kamus lu,0
memangnya membaca kamusmu,1
kalian pinjem buku apa seijin gua,0
buku apa kalian pinjam seizin,1
catetan ga match sama punya temen,0
catatan cocok milik teman,1
jangan pura ga berdosa klian,0
kalian jangan berpura pura berdosa,1
ngaku ga fotocopy catatan apa,0
akuilah catatan apa difotokopi,1
gw pinjem buku catetan lu aja kaga jir,0
bahkan meminjam catatan kamu,1
lu oknum yg mengambil buku gua,0
kamu oknum mengambil buku,1
maaf memveto pendapat,0
maaf menolak pendapat,1
gw merasa gw melakukan,0
merasa melakukan tersebut,1
kalo kalian pnjm cttn gua lalu d fc lalu d balikin tnpa sepengetahuan gua,0
kalian meminjam catatan lalu difotokopi lalu dikembalikan sepengetahuan,1
ho sptnya narasumber lu menyesatkan,0
sepertinya narasumbermu menyesatkan,1
gua derry ga perna nekat bongkar tas lu,0
derry pernah nekat membongkar tasmu,1
jangan hancurkan kepercayaan gua ni,0
jangan hancurkan kepercayaan,1
yauda kalo pernyataan memang benar,0
pernyataan tersebut memang benar,1
tp gw mau usut sampe akarnya,0
mau mengusut hingga akarnya,1
lagipula tas w gaada uang kas,0
lagipula tas menyimpan uang kas,1
krn gedek thd konspirasi fitnah,0
sangat suka konspirasi fitnah,1
cb apa yg dikatakan narasumber lu,0
coba katakan apa diberitahukan narasumbermu,1
jadi derry mengalihkan perhatian gua,0
jadi derry mengalihkan perhatian,1
lu ambl catatan gua ,0
kamu mengambil catatan,1
lu fc dibawah,0
kamu fotokopi dibawah,1
lu naik balikin catatan gua,0
kamu naik mengembalikan catatan,1
derry mengalihkan gua lg,0
derry mengalihkan,1
lu tau it cat apa ga,0
kamu tahu catatan apa,1
hotspot fc catetan biasanya bio,0
catatan sering difotokopi biasanya biologi,1
gua dialihin perhatian sm derry,0
perhatian dialihkan derry,1
justru w mau nanya kebenarannya,0
justru mau menanyakan kebenarannya,1
kata narasumber gua,0
narasumber,1
michelle gabakal kasi pnjm cttn,0
michelle meminjamkan catatan,1
gua berfkir keras cat apa yg bkin kalian sekreatif,0
berpikir keras catatan apa membuat kalian sekreatif,1
yauda kalo ga perbuat mah,0
melakukan,1
gunakan fakta gua benci baca catetan,0
gabungkan fakta benci membaca catatan,1
kl mau fc nunggu,0
fotokopi menunggu,1
lu tau catetan lu tebel,0
kamu tahu catatanmu tebal,1
mnrt narasumber lu gw yg ambil turun fc terus naik,0
narasumbermu orang mengambil turun memfotokopi lalu naik,1
lu berapa lama jir,0
menurutmu memerlukan berapa lama,1
iya awalnya ga masuk akal,0
awalnya masuk akal,1
kl gw hrs pasang mata pasang telinga kls lu mulai skrg,0
pasang mata pasang telinga kelasmu mulai sekarang,1
w jg mkir gamgkn cttn gua d fc dlm wktu singkat,0
berpikir mungkin catatan difotokopi waktu singkat,1
jd senin sidang maksud lu,0
jadi kamu maksud senin sidang,1
gw sibuk kayany senen jd gua sidang lu dadakan,0
sepertinya sibuk senin jadi sidang kamu mendadak,1
tp lu mikir ga dapet ide catetan apa yg raib lu nanya sekarang,0
kamu berpikir menentukan catatan apa hilang kamu bertanya sekarang,1
kwkw kali michelle kl yg mencurigakan menyangkut monggo wae tanya frontal,0
haha kalau kali michelle mencurigakan menyangkut silakan tanya langsung,1
gw denger dr narasumber jumat,0
mendengar narasumber hari jumat,1
ha jd mnrt melakukan hari jumat,0
jadi melakukan hari jumat,1
klian melakukan bbrp waktu lalu,0
kalian melakukan beberapa waktu lalu,1
tp dy g blg kapan,0
mengatakan kapan,1
kl dr bahasanya brrt kisaran minggu,0
dinilai bahasanya berarti minggu,1
blg iya jason sndr yg blg,0
bilang iya jason sendiri bilang,1
coba aja lu tny mrk ,0
tanyakan,1
kan mrk tmn lu jga,0
bukankah temanmu,1
kalimat yg bkin gua mkir bnrn trjd,0
kalimat membuat berpikir sungguh terjadi,1
makanya gua mengesampingkan fakta yg gw punya,0
mengesampingkan fakta miliki,1
kl jujur brrt pernah ngomong ama gw,0
jujur berarti pernah berbicara,1
kok lucu semua wkwkwkwk,0
lucu sekali semua hahahaha,1
tp kls lu gw cuma nyari nicholas tempo hari,0
kelas kamu mencari nicholas hari,1
percayalah sm w kalo lu usut jd ribet,0
percayalah kamu mengusut menjadi rumit,1
jd jgn ngegas dn jgn membantah gua kali,0
jadi jangan terburu buru jangan membantah kali,1
akhirnya merasakan penderitaan kls,0
akhirnya merasakan penderitaan kelas,1
kan kalo ga d balikin blm tw nnt snen d balikin ga,0
dikembalikan tahu senin dikembalikan,1
soalny cek latihan gitu,0
mengecek latihan,1
keknya ga bakal balik kl mepet,0
sepertinya sempat,1
untung sblm w kmpul udh gua foto,0
untung kumpulkan foto,1
hrsnya yg dpt nick anak kimia,0
harusnya mendapatkan panggilan anak kimia,1
tp ad bbrp soal gw tls bku cttn ga gw foto hm,0
beberapa soal tulis buku catatan foto,1
gua hr ni ga gereja tu,0
hari gereja,1
pokony relasi yg dkt sm gua kalo nilainya ga meningkat mah bohong,0
intinya orang orang dekat mungkin nilainya meningkat,1
zaman gw msh kimia,0
masa kimia,1
tp bu sugi pro,0
ibu sugi ahli,1
hbs ditegor dulu sekelas baru dirayain,0
satu kelas ditegur terlebih baru dirayakan,1
kan lu tau gw tuh susah kimia,0
kamu tahu kesulitan pelajaran kimia,1
tau sendiri susah kok lu mala maen ps kemaren,0
kamu tahu pelajaran susah kamu bermain kemarin,1
jadi anggepannya ngerjain semua soal latihan,0
Jadi mengajarkan semua soal latihan tersebut,1
jujur gw udh capek ngertiin bio,0
sejujurnya lelah memahami biologi,1
blm laporan pertanyaannya gw kelupaan,0
terlebih melupakan pertanyaan laporan tersebut,1
kyk lu lgi nolak permintaan bu sugi,0
kamu sedang menolak permintaan ibu Sugi,1
gw bener angka depan,0
Setidaknya benar angka bagian depan,1
kn gw nny bu guru,0
kan bertanya ibu guru,1
gmn bs makan analoginy spt ni,0
bagaimana makan analoginya,1
lu tau ga gua laper cuk,0
kamu tahu laper,1
baru gw makan indomie soto sama nasi,0
baru makan indomie soto nasi,1
bio gua udh kibar bendera putih,0
Saya mengibarkan bendera putih pelajaran Biologi,1
mat gua kibar bendera item,0
mengibarkan bendera hitam pelajaran Matematika,1
gua tinggal itung kancing kalo gni caranya,0
Saya tinggal menghitung kancing begini caranya,1
dijitak mortal penggerus lu,0
kamu dijitak mortal penggerus,1
aapapun pas diajarin gua ga dikelas,0
Kita sedang diajarkan berada kelas,1
gw ajarin gw lgi cengo pas ksh tau,0
diajarkan bengong diberitahukan ,1
depan gua masi buku bio,0
depan buku biologi,1
gw tau lu anak bio tpi bsk kimia,0
tahu anak biologi besok pelajaran kimia,1
gw bsk sengaja gk msk,0
Sebelum sengaja hadir besok,1
liat yg lebih kecil terus puter,0
Lihatlah lebih kecil lalu diputar,1
yg hasilnya berarti sama,0
menghasilkan berarti sama,1
klo bener berarti beres,0
benar berarti selesai,1
benci kali ama gua,0
sepertinya sangat membenci,1
gimana gua itung ph pake listrik,0
bagaimana menghitung pH menggunakan listrik,1
walaupun metodenya aga maksa tp gw dpt,0
meskipun metodenya terkesan memaksa mendapatkannya,1
ga diajarin ph penyepuhan susunan seri batere,0
diajarkan pH penyepuhan susunan seri baterai,1
lu suru gua bikin pake catetan orang,0
kamu menyuruh membuat catatan menggunakan catatan orang,1
kata kelas gua lu diajarin,0
kelas kamu diajarkan ,1
jangan membabi buta deh cuk,0
kamu jangan membabi buta,1
mungkin ga full diajarinnya tp lmyn la,0
mungkin kamu diajarkan keseluruhan cukup,1
dy ga blg bener apa salah,0
mengatakan benar salah,1
cuma liat trus duduk lg,0
melihat kemudian duduk,1
laporan bio cara kerjanya apa aja,0
apa dikerjakan laporan biologi,1
gw inget bu sugi jawabin kertas,0
mengingat ibu sugi membuat jawabannya kertas tersebut,1
kertasnya gw selipin buku cetak,0
menyelipkan kertas tersebut buku cetak,1
buku cetakny gw tinggal sekola,0
meninggalkan buku cetak tersebut sekolah,1
knp gua ga tenang,0
tenang,1
mikirin bio melulu,0
memikirkan biologi terus menerus,1
malahan malemnya gua pantengin bio,0
Malah malam belajar biologi intensif,1
kim gua jadiin anak tiri,0
menjadikan kimia anak tiri,1
tp justru si anak tiri yg lancar gw kerjain ulangan,0
justru anak tiri lancar mengerjakannya ulangan,1
yg paling disayang justru bikin kecewa kadang,0
paling disayang justru membuat terkadang semakin kecewa,1
salah dmn cara bljr gw,0
kesalahan cara belajar,1
knpkita jd bljr materi sem,0
mempelajari materi semester,1
trs hbs blg pm berikutnya lanjut bahas soal yg dr laptop,0
kemudian mengatakan pendalaman materi selanjutnya membahas soal laptop tersebut,1
lu tau kan guru paling unpredict siapa,0
kamu tahu siapakah guru paling unpredict,1
mgkn hasil pengalaman sekian thn,0
mungkin hasil pengalaman sekian tahun,1
baca pola kelakuan anak semasa sma,0
membaca pola kelakuan seorang anak semasa SMA,1
msh perlu bantuan ga ni gambar,0
gambar diperlukan bantuan,1
jadi butuh kepastian entah siapa,0
jadinya membutuhkan kepastian siapa,1
mungkin yg suroboyo,0
mungkin surabaya,1
kalo butuh kepastian berani nanya,0
membutuhkan kepastian berani bertanya,1
ah kacau semua kl gw galau ujian mat,0
semua kacau galau ujian matematika,1
bu sugi kl mara serem,0
ibu sugi seram marah,1
baca buku utk belajar vs utk mengajar,0
baca buku belajar vs mengajar,1
lu bagus yg mana,0
kalian bagusan mana,1
gw separo teler tp gw liat muka doi ud kusut,0
setengah mabuk melihat mukanya kusut,1
gw maju gw uda panikan ,0
maju panik,1
skenario terburuk gw salah buku,0
skenario terburuk salah buku,1
ga urut jd ga kebaca sama,0
urut terbaca,1
disitulah gua tau gua salah jawab,0
disitulah tahu salah menjawab ,1
tp jujur si gw ga mikir liat penyepuhan ph ,0
jujur terpikirkan melihat penyepuhan pH,1
bikin kertas,0
mengerjakannya kertas,1
sumpa gua masi didepan telen ludah doang ,0
sumpah didepan menelan ludah,1
ga perna gua liat nendang murid keluar kelas,0
pernah melihat menendang murid keluar kelas,1
trus pake acara nyinggung kelas lgi,0
terus menggunakan acara menyinggung kelas,1
kelas gua ga marah,0
kelas marah,1
cuma paraf doang pny w,0
milik diparaf,1
untungnya ngerjain murni,0
untung mengerjakannya murni,1
kok b aja d kls gua,0
biasa kelas,1
nnt de liat hr dl,0
lihat hari dulu,1
sampe gw ga kerjain soal gampang ga terima,0
hingga mengerjakan soal gampang menerimanya,1
mungkin kl nyemprot lu reaksi lu berbeda,0
mungkin menyemprotkan kamu reaksi kamu berbeda,1
gua jujur jason kalo gw gabs,0
jujur jason,1
mungkin gw fc metode lu,0
mungkin fotokopi metode kamu,1
metode gua emg kek gt,0
metode memang,1
org vri nyontek gue wkwk,0
vri menyontek,1
percayalah vri nyontek gw ,0
percayalah vri menyontek ,1
efek duet kim n bio,0
efek duet kimia biologi,1
org jd ga tau mau fokus siapa,0
orang menjadi tahu fokus siapa,1
siapa yg dianak tiri kan,0
siapa dijadikan anak tiri,1
bknny gua kim mat bio wkwkwk,0
bukannya kimia matematika biologi hahaha,1
dr td siang otot perut gua kejang,0
sejak tadi siang otot perut kejang,1
mksdnya kl gw gerak yg pake otot perut macem bangun dr duduk tegakin badan angkat barang sakitnya masyatrinity,0
maksud melakukan gerakan menggunakan otot perut bangun duduk menegakkan tubuh mengangkat benda rasanya sangat sakit,1
salah satu statement kontroversial gusdur,0
salah satu pernyataan gusdur dianggap kontroversial,1
pernyataannya klo gw gk salh,0
salah pernyataannya,1
dulu mau bubarin mpr dpr,0
dulu membubarkan mpr dpr,1
sampe akhirnya mpr sidang istimewa,0
hingga akhirnya mpr menggelar sidang istimewa,1
salah satu pernyataan nya yg kontroversial apa,0
apa salah satu pernyataan beliau kontroversial,1
lu mau apa,0
apa kamu mau,1
kl ngeklik gw tambahin aja disini,0
baru tambahkan disini,1
faktor mendorong dipercepatnya sidang isti mpr,0
faktor pendorong dipercepatnya sidang istimewa mpr,1
menyatakan mpr dpr bubar,0
menyatakan pembubaran mpr dpr,1
mempercepat pemilu setahun membekukan golkar,0
mempercepat pemilu waktu setahun membekukan partai golkar,1
gusdur cuma bentar tp banyak kerjaan,0
gusdur memerintah sebentar beliau sibuk,1
gw baru tau kontroversial jir,0
baru tahu kontroversial,1
gw tls aja yg dekrit kali,0
sepertinya tulis dekrit buat,1
trus faktor yg mendorong dipercepatnya sidang istimewa mpr ap,0
lalu faktor apa mendorong dipercepatnya sidang istimewa mpr,1
sumpah jabatannya dianggap ga sah dilakukan ga resmi,0
sumpah jabatannya dianggap sah dilakukan resmi,1
jd gua bahas yg ga resmi,0
jadi membahas resmi,1
nah gua jga blm smpet nanya,0
sempat bertanya,1
ah gua salah bego bgt,0
kesalahan bodoh sekali,1
materi genetik gw bayar utang,0
materi genetik bayar hutang,1
sumpa gua bio kena kim kena,0
sumpah biologi kena kimia kena,1
yg ga perna gua harepin,0
yg pernah harapkan,1
bersyukur sm apa yg lu punya skrg,0
hendaklah kamu bersyukur apa yg tanganmu,1
lu ga tau apa yg hilang dr lu,0
engkau tau apa hilang daripadamu masa datang,1
siapa tau thn dpn gua jadi bego bio,0
mungkin tahun depan jadi bodoh biologi,1
siapa tau thn dpn lu malah kepincut fis,0
mungkin tahun depan kamu tertarik fisika,1
sama kek gw benci bgt sm kimia,0
sama benci sekali kimia,1
malah jd suka sm kimia,0
malah jadi suka sama kimia,1
mulai dr bab brp si lu,0
mulai bab berapa kamu begitu?,1
kt buta banget sm kim,0
sangat buta kimia,1
bego de gue,0
bodoh sekali,1
trs materi yg bikin lu mulai demen kim,0
lalu materi membuatkamu mulai menyukai kimia,1
materi yg bkin gua demen,0
materi membuat suka,1
gua ketampar kenyataan pas uh kim prrtama,0
tertampar kenyataan ulangan kimia pertama,1
gua menekuni bab bab selanjutnya,0
menekuni bab bab selanjutnya,1
gua ketampar terus tiap bab,0
terus tertampar tiap bab,1
pesan moral jgn pernah mau susulan sama busugi,0
pesan moral jangan pernah mau ulangan susulan bersama ibu sugi,1
plg benci periksa ulangan gelombang,0
paling benci memeriksa ulangan gelombang,1
pesan moral kalo ulangan bujuk busugi cek dluan pny lu biar ga penasaran,0
pesan moral ulangan bujuk ibu sugi memeriksa milikmu terlebih penasaran,1
bbrp tuntutan perbaikan ekonomi yg segera dilakukan pemerintahan habibie apa,0
apa beberapa tuntutat perbaikan ekonomi segera dilakukan pemerintahan habibie,1
gua udah memperkirakan semuanya,0
memperkirakan semuanya,1
kalo semuanya meleset dr perkiraan gua berarti invisible hand aja gitu,0
semuanya meleset perkiraan artinya intervensi tak terlihat,1
entah meleset jadi wow ato jadi adow,0
entah meleset menjadi lebih baik jadi lebih buruk,1
cuma yg berhub sama ekonomi,0
berhubungan ekonomi,1
iy yg eko doang gambar,0
gambar mengenai ekonomi,1
bu sugi kan wkt it liat gw,0
ibu sugi melihat waktu,1
klo lu yg curhat cuma pasang kuping doang,0
kamu bercerita jadi pendengar,1
trus busugi ga blg apa lg,0
lalu ibu sugi mengatakan apa apa,1
gk ush ngomomg gitu,0
perlu berbicara,1
entah semua pertanyaan bu sugi soal biologi satupun sampe blm yg bs gua jawab,0
entah semua pertanyaan ibu sugi mengenai biologi satupun jawab,1
ah lu aja yg berasa kek gt,0
perasaanmu,1
kesel kl lu bs jawab pertanyaan,0
merasa kesal lu jawab pertanyaan,1
nanya gw soal cara kerja sabun,0
bertanya mengenai cara kerja sabun,1
cb michelle gmn mnrt lu jawaban yg benar,0
bagaimana jawaban benar michelle,1
udh jelasin d kls gw,0
menjelaskan kelas,1
selalu cara doi menghubungkan bio kimia,0
selalu menghubungkan biologi kimia,1
ga jelasin smpe detil gt,0
menjelaskan mendetail,1
emg kls lu blg apa,0
memang apa katakan kelasmu,1
ga smpe berhub bio,0
berhubungan biologi,1
karna mungkin tau kelas gua tingkatannya ga sampe otak tingkatan kls lu,0
mungkin tahu kelas sama tingkatannya kelasmu,1
isi kelas lu yg pinter banyak,0
banyak orang pintar kelasmu,1
pdhl kls lu yg kenceng bionya byk,0
padahal kelasmu banyak pintar biologi,1
kyknya pertanyaan bu sugi waktu gw jwb,0
sepertinya pertanyaan ibu sugi waktu jawab,1
alasan gagalnya habibi mencalonkan diri sebage pres,0
alasan habibie gagal mencalonkan diri presiden,1
knp air ledeng dingin padahal suhu ruangan panas,0
air ledeng terasa dingin suhu ruangan panas,1
kan yg ga mau,0
padahal mau,1
krisis moneter hampir terjadi seluru asia kondisi eko indo knjung pulih,0
krisis moneter terjadi hampir seluruh asia kondisi ekonomi indonesia kunjung pulih,1
jawaban gw soal spekulasi full,0
jawaban waktu murni dugaan pribadi,1
indo kena krisis moneter luar dalem,0
indonesia terkena krisis moneter luar,1
yg mau cari tau cairan apa yg nyala kyk gini,0
mau mencari tahu cairan apa menyala,1
tp gw jg perna denger bubuk semacem glitter yg bahannya fosfor,0
pernah mendengar bubuk sejenis glitter berbahan dasar fosfor,1
kan tau kerja sama yg mana aja,0
mengetahui kerja sama mana,1
mksdnya export import sama siapa,0
maksud ekspor impor siapa,1
tp biasanya negara target mah gampang,0
biasanya negara target mudah,1
gw takutnya gw yg disuruh dluan,0
takut diminta duluan,1
selama d kls gw gaad jason,0
selama kelas jason,1
gw perang sama jason,0
perang jason,1
kwkwkw henry seru diajak debat,0
hahaha henry seru diajak debat,1
udh pake bahasa ekonomi,0
pakai bahasa ekonomi,1
ngambil yg gk,0
mengambil,1
masalahnya ipa ga ngasi ampun kl lu gbs,0
sayangnya ipa keras orang,1
kl kls lu dpt tugas yg sama,0
kelasmu mendapatkan tugas sama,1
bkn lu doang yg potong rambut,0
bukan kamu memotong rambut,1
sejau mana kls lu diajarin,0
sejauh mana kelasmu diajarkan,1
eh lu kimia dapet presentasi apa,0
presentasi apa kamu dapatkan kimia,1
gua jd ketua kelompok gebleg,0
menjadi ketua kelompok,1
yg dikasi materi byk,0
diberikan banyak materi,1
eh abis gw yg kena,0
kena,1
prediksi lu gua dipercayakan pegang bab apa,0
menurutmu bab apa dipercayakan,1
kok keliatannya susah semua sihh,0
semua terlihat sulit,1
kwkwkw abis tu tabel periodik gol a,0
